3997.61072,0.00375
3996.18555,0.00375
3994.76038,0.00377
3993.33520,0.00380
3991.91003,0.00383
3990.48486,0.00386
3989.05968,0.00387
3987.63451,0.00385
3986.20934,0.00380
3984.78416,0.00377
3983.35899,0.00376
3981.93382,0.00376
3980.50865,0.00372
3979.08347,0.00365
3977.65830,0.00359
3976.23313,0.00353
3974.80795,0.00346
3973.38278,0.00338
3971.95761,0.00331
3970.53243,0.00327
3969.10726,0.00324
3967.68209,0.00320
3966.25691,0.00312
3964.83174,0.00302
3963.40657,0.00292
3961.98139,0.00282
3960.55622,0.00272
3959.13105,0.00257
3957.70587,0.00239
3956.28070,0.00221
3954.85553,0.00208
3953.43036,0.00199
3952.00518,0.00192
3950.58001,0.00184
3949.15484,0.00177
3947.72966,0.00170
3946.30449,0.00162
3944.87932,0.00153
3943.45414,0.00142
3942.02897,0.00130
3940.60380,0.00114
3939.17862,0.00096
3937.75345,0.00077
3936.32828,0.00062
3934.90310,0.00052
3933.47793,0.00046
3932.05276,0.00040
3930.62758,0.00027
3929.20241,0.00010
3927.77724,-0.00004
3926.35207,-0.00014
3924.92689,-0.00027
3923.50172,-0.00047
3922.07655,-0.00070
3920.65137,-0.00089
3919.22620,-0.00100
3917.80103,-0.00104
3916.37585,-0.00110
3914.95068,-0.00127
3913.52551,-0.00154
3912.10033,-0.00182
3910.67516,-0.00202
3909.24999,-0.00219
3907.82481,-0.00238
3906.39964,-0.00261
3904.97447,-0.00286
3903.54929,-0.00307
3902.12412,-0.00320
3900.69895,-0.00326
3899.27378,-0.00331
3897.84860,-0.00343
3896.42343,-0.00366
3894.99826,-0.00393
3893.57308,-0.00415
3892.14791,-0.00430
3890.72274,-0.00443
3889.29756,-0.00461
3887.87239,-0.00475
3886.44722,-0.00479
3885.02204,-0.00484
3883.59687,-0.00498
3882.17170,-0.00514
3880.74652,-0.00523
3879.32135,-0.00533
3877.89618,-0.00552
3876.47100,-0.00569
3875.04583,-0.00579
3873.62066,-0.00592
3872.19548,-0.00612
3870.77031,-0.00623
3869.34514,-0.00622
3867.91997,-0.00625
3866.49479,-0.00642
3865.06962,-0.00660
3863.64445,-0.00668
3862.21927,-0.00669
3860.79410,-0.00672
3859.36893,-0.00685
3857.94375,-0.00710
3856.51858,-0.00740
3855.09341,-0.00748
3853.66823,-0.00720
3852.24306,-0.00692
3850.81789,-0.00695
3849.39271,-0.00715
3847.96754,-0.00735
3846.54237,-0.00748
3845.11719,-0.00751
3843.69202,-0.00748
3842.26685,-0.00748
3840.84168,-0.00755
3839.41650,-0.00762
3837.99133,-0.00755
3836.56616,-0.00736
3835.14098,-0.00713
3833.71581,-0.00690
3832.29064,-0.00671
3830.86546,-0.00662
3829.44029,-0.00660
3828.01512,-0.00656
3826.58994,-0.00648
3825.16477,-0.00642
3823.73960,-0.00631
3822.31442,-0.00598
3820.88925,-0.00551
3819.46408,-0.00524
3818.03890,-0.00515
3816.61373,-0.00499
3815.18856,-0.00475
3813.76339,-0.00463
3812.33821,-0.00464
3810.91304,-0.00465
3809.48787,-0.00456
3808.06269,-0.00430
3806.63752,-0.00399
3805.21235,-0.00381
3803.78717,-0.00368
3802.36200,-0.00341
3800.93683,-0.00302
3799.51165,-0.00275
3798.08648,-0.00260
3796.66131,-0.00244
3795.23613,-0.00226
3793.81096,-0.00211
3792.38579,-0.00198
3790.96061,-0.00186
3789.53544,-0.00174
3788.11027,-0.00163
3786.68510,-0.00151
3785.25992,-0.00139
3783.83475,-0.00129
3782.40958,-0.00122
3780.98440,-0.00115
3779.55923,-0.00107
3778.13406,-0.00100
3776.70888,-0.00098
3775.28371,-0.00100
3773.85854,-0.00102
3772.43336,-0.00103
3771.00819,-0.00103
3769.58302,-0.00107
3768.15784,-0.00114
3766.73267,-0.00118
3765.30750,-0.00118
3763.88232,-0.00120
3762.45715,-0.00125
3761.03198,-0.00130
3759.60681,-0.00132
3758.18163,-0.00132
3756.75646,-0.00136
3755.33129,-0.00146
3753.90611,-0.00158
3752.48094,-0.00165
3751.05577,-0.00162
3749.63059,-0.00160
3748.20542,-0.00170
3746.78025,-0.00182
3745.35507,-0.00184
3743.92990,-0.00179
3742.50473,-0.00184
3741.07955,-0.00199
3739.65438,-0.00211
3738.22921,-0.00209
3736.80403,-0.00193
3735.37886,-0.00177
3733.95369,-0.00171
3732.52851,-0.00174
3731.10334,-0.00180
3729.67817,-0.00186
3728.25300,-0.00187
3726.82782,-0.00182
3725.40265,-0.00174
3723.97748,-0.00170
3722.55230,-0.00166
3721.12713,-0.00159
3719.70196,-0.00149
3718.27678,-0.00140
3716.85161,-0.00136
3715.42644,-0.00136
3714.00126,-0.00134
3712.57609,-0.00121
3711.15092,-0.00101
3709.72574,-0.00086
3708.30057,-0.00079
3706.87540,-0.00075
3705.45022,-0.00073
3704.02505,-0.00074
3702.59988,-0.00075
3701.17471,-0.00075
3699.74953,-0.00074
3698.32436,-0.00074
3696.89919,-0.00075
3695.47401,-0.00077
3694.04884,-0.00080
3692.62367,-0.00081
3691.19849,-0.00084
3689.77332,-0.00088
3688.34815,-0.00092
3686.92297,-0.00097
3685.49780,-0.00105
3684.07263,-0.00116
3682.64745,-0.00130
3681.22228,-0.00150
3679.79711,-0.00176
3678.37193,-0.00206
3676.94676,-0.00229
3675.52159,-0.00243
3674.09642,-0.00259
3672.67124,-0.00283
3671.24607,-0.00310
3669.82090,-0.00337
3668.39572,-0.00367
3666.97055,-0.00404
3665.54538,-0.00444
3664.12020,-0.00484
3662.69503,-0.00523
3661.26986,-0.00565
3659.84468,-0.00613
3658.41951,-0.00664
3656.99434,-0.00714
3655.56916,-0.00763
3654.14399,-0.00814
3652.71882,-0.00866
3651.29364,-0.00916
3649.86847,-0.00961
3648.44330,-0.01002
3647.01813,-0.01049
3645.59295,-0.01108
3644.16778,-0.01179
3642.74261,-0.01255
3641.31743,-0.01330
3639.89226,-0.01400
3638.46709,-0.01464
3637.04191,-0.01524
3635.61674,-0.01585
3634.19157,-0.01651
3632.76639,-0.01725
3631.34122,-0.01795
3629.91605,-0.01845
3628.49087,-0.01878
3627.06570,-0.01917
3625.64053,-0.01974
3624.21535,-0.02039
3622.79018,-0.02107
3621.36501,-0.02170
3619.93984,-0.02220
3618.51466,-0.02263
3617.08949,-0.02313
3615.66432,-0.02374
3614.23914,-0.02437
3612.81397,-0.02499
3611.38880,-0.02558
3609.96362,-0.02605
3608.53845,-0.02639
3607.11328,-0.02670
3605.68810,-0.02714
3604.26293,-0.02769
3602.83776,-0.02828
3601.41258,-0.02886
3599.98741,-0.02945
3598.56224,-0.03014
3597.13706,-0.03088
3595.71189,-0.03150
