3999.21017,0.04172
3998.49755,0.04065
3997.78494,0.03976
3997.07232,0.03957
3996.35970,0.03993
3995.64708,0.04026
3994.93447,0.04021
3994.22185,0.03979
3993.50923,0.03931
3992.79661,0.03919
3992.08400,0.03949
3991.37138,0.03969
3990.65876,0.03941
3989.94614,0.03913
3989.23352,0.03957
3988.52091,0.04074
3987.80829,0.04187
3987.09567,0.04225
3986.38305,0.04178
3985.67044,0.04087
3984.95782,0.04007
3984.24520,0.03971
3983.53258,0.03984
3982.81997,0.04011
3982.10735,0.04012
3981.39473,0.03997
3980.68211,0.04002
3979.96950,0.04023
3979.25688,0.04030
3978.54426,0.04050
3977.83164,0.04118
3977.11902,0.04217
3976.40641,0.04313
3975.69379,0.04414
3974.98117,0.04514
3974.26855,0.04565
3973.55594,0.04550
3972.84332,0.04512
3972.13070,0.04512
3971.41808,0.04571
3970.70547,0.04657
3969.99285,0.04708
3969.28023,0.04713
3968.56761,0.04730
3967.85500,0.04772
3967.14238,0.04789
3966.42976,0.04778
3965.71714,0.04822
3965.00453,0.04960
3964.29191,0.05119
3963.57929,0.05203
3962.86667,0.05181
3962.15405,0.05091
3961.44144,0.04995
3960.72882,0.04912
3960.01620,0.04847
3959.30358,0.04858
3958.59097,0.04998
3957.87835,0.05197
3957.16573,0.05330
3956.45311,0.05371
3955.74050,0.05399
3955.02788,0.05460
3954.31526,0.05517
3953.60264,0.05535
3952.89003,0.05534
3952.17741,0.05570
3951.46479,0.05660
3950.75217,0.05750
3950.03955,0.05763
3949.32694,0.05681
3948.61432,0.05558
3947.90170,0.05478
3947.18908,0.05486
3946.47647,0.05556
3945.76385,0.05631
3945.05123,0.05701
3944.33861,0.05795
3943.62600,0.05912
3942.91338,0.06002
3942.20076,0.06047
3941.48814,0.06099
3940.77553,0.06211
3940.06291,0.06353
3939.35029,0.06470
3938.63767,0.06555
3937.92506,0.06628
3937.21244,0.06687
3936.49982,0.06729
3935.78720,0.06789
3935.07458,0.06883
3934.36197,0.06978
3933.64935,0.07033
3932.93673,0.07047
3932.22411,0.07060
3931.51150,0.07101
3930.79888,0.07183
3930.08626,0.07321
3929.37364,0.07526
3928.66103,0.07745
3927.94841,0.07891
3927.23579,0.07945
3926.52317,0.07980
3925.81056,0.08086
3925.09794,0.08270
3924.38532,0.08437
3923.67270,0.08526
3922.96008,0.08579
3922.24747,0.08669
3921.53485,0.08810
3920.82223,0.08982
3920.10961,0.09160
3919.39700,0.09289
3918.68438,0.09336
3917.97176,0.09357
3917.25914,0.09480
3916.54653,0.09744
3915.83391,0.10045
3915.12129,0.10280
3914.40867,0.10427
3913.69606,0.10544
3912.98344,0.10729
3912.27082,0.11029
3911.55820,0.11383
3910.84558,0.11661
3910.13297,0.11792
3909.42035,0.11832
3908.70773,0.11897
3907.99511,0.12033
3907.28250,0.12220
3906.56988,0.12435
3905.85726,0.12640
3905.14464,0.12773
3904.43203,0.12842
3903.71941,0.12933
3903.00679,0.13072
3902.29417,0.13205
3901.58156,0.13312
3900.86894,0.13459
3900.15632,0.13737
3899.44370,0.14136
3898.73109,0.14463
3898.01847,0.14602
3897.30585,0.14667
3896.59323,0.14809
3895.88061,0.15059
3895.16800,0.15310
3894.45538,0.15457
3893.74276,0.15510
3893.03014,0.15531
3892.31753,0.15543
3891.60491,0.15581
3890.89229,0.15707
3890.17967,0.15926
3889.46706,0.16168
3888.75444,0.16381
3888.04182,0.16553
3887.32920,0.16710
